0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
1	1	0	0	0	yes	
1	1	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
1	1	0	0	0	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
1	1	0	0	0	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	1	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
1	1	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	1	no	
0	0	0	0	0	no	
0	0	0	0	1	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
1	1	0	0	0	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	1	yes	
0	0	0	0	1	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
1	1	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
1	1	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
1	0	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
1	1	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	yes	
0	0	0	0	0	yes	
1	1	0	0	0	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	1	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	1	yes	
0	0	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
1	1	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
1	1	0	0	1	yes	
1	0	0	0	1	yes	
0	0	0	0	0	no	
1	1	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	1	yes	
0	0	0	0	1	yes	
0	0	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	yes	
0	0	0	0	1	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
1	1	0	0	0	yes	
0	0	0	0	0	no	
0	0	0	0	0	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
1	1	0	0	0	yes	
0	0	0	0	0	yes	
0	0	0	0	0	no	
1	1	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
1	1	0	0	0	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	1	yes	
0	0	0	0	0	no	
1	1	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	yes	
0	0	0	0	0	no	
0	0	0	0	1	yes	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
0	0	0	0	0	no	
1	1	0	0	0	yes	
